patient_id,name,id_card,gender,age,department,diagnosis
P101143,杨翔文,450101319910815201X,male,33,中医科,肝功能异常; 慢性阻塞性肺病; 痛风
P101144,秦明轩,5001630193508244919,male,89,骨科,肺炎
P101145,李倩,2200715197502072905,female,49,儿科,胆囊炎; 尿路感染; 贫血
P101146,丁峰毅,6400622194401071310,male,80,耳鼻喉科,支气管哮喘
P101147,萧波晨,4101819194803154473,male,76,妇产科,健康体检
P101148,郝斌天,1200528202310115056,male,1,ICU,胃炎
P101149,沈梅,6300413200011096084,female,24,妇产科,术前检查; 复查; 贫血
P101150,吴伟,6300604196810188030,male,56,消化内科,痛风
P101151,康毅俊,2301428193710152993,male,87,呼吸内科,甲状腺功能亢进; 胆囊炎
P101152,赵雪瑶,5201918195808269269,female,66,血液科,消化性溃疡; 术前检查
P101153,黄倩,6200528197109250144,female,53,老年科,肾功能不全
P101154,梁辉泽,5101201200102139959,male,23,新生儿科,胃炎; 心力衰竭; 慢性阻塞性肺病
P101155,吴恒,330191319561005589X,male,68,外科,房颤
P101156,汪凯,1500228198901064218,male,35,耳鼻喉科,骨折; 高脂血症
P101157,廖梅,5302017198706287006,female,37,皮肤科,尿路感染
P101158,郝薇,5001503192901234527,female,95,呼吸内科,慢性阻塞性肺病; 健康体检
P101159,石慧,3700913195301209900,female,71,耳鼻喉科,术前检查
P101160,史悦,4201623196410141925,female,60,内分泌科,甲状腺功能减退
P101161,刘悦琪,5000812201903220640,female,5,内科,带状疱疹; 支气管哮喘
P101162,顾雪,2100929198311046926,female,41,老年科,带状疱疹; 房颤
P101163,宋琪晴,6302010197906272322,female,45,皮肤科,房颤; 慢性阻塞性肺病; 骨折
P101164,郝睿,5101106200105036857,male,23,康复科,产检; 甲状腺功能亢进; 阑尾炎
P101165,梁妍晴,4202026198404118745,female,40,妇产科,胃炎
P101166,叶颖蕊,110201119710911966X,female,53,老年科,心力衰竭; 骨折
P101167,唐博,4400330198509271474,male,39,耳鼻喉科,急性上呼吸道感染
P101168,熊宇,3400713200502273910,male,19,内分泌科,胃炎
P101169,蒋慧华,5301704197707163066,female,47,泌尿外科,冠心病; 2型糖尿病
P101170,罗霞燕,3502017202203151585,female,2,ICU,急性上呼吸道感染
P101171,石伟明,6401213199009182036,male,34,内分泌科,高脂血症
P101172,黄婷,3700910197008182122,female,54,普外科,阑尾炎; 房颤
P101173,邱怡,4501006194812276422,female,76,神经内科,消化性溃疡; 慢性支气管炎; 高脂血症
P101174,赵玲,6201012202401058126,female,0,眼科,骨折; 肺炎
P101175,林涛,3301116195604010499,male,68,心内科,高脂血症; 甲状腺功能亢进
P101176,曾博恒,4501605197107196331,male,53,肿瘤科,健康体检
P101177,戴桂,2101210199012232608,female,34,ICU,甲状腺功能亢进
P101178,何鹏,5000121198703273992,male,37,急诊科,高血压
P101179,熊华,3701201197712186835,male,47,老年科,慢性支气管炎
P101180,谢华,3401821197305243468,female,51,儿科,冠心病
P101181,高彤璐,5300413196209080687,female,62,骨科,消化性溃疡; 产检
P101182,周健,4401906198412070352,male,40,骨科,类风湿关节炎
P101183,梁霞,5001008193710037082,female,87,儿科,贫血
P101184,薛云,4301009194104115301,female,83,普外科,术前检查; 复查
P101185,郑峰强,6201620197505199110,male,49,骨科,健康体检; 高血压
P101186,康辉,6502015199604229792,male,28,普外科,类风湿关节炎; 复查
P101187,何晴,1500126194204058602,female,82,儿科,慢性阻塞性肺病; 急性上呼吸道感染
P101188,谢磊,620151719890820649X,male,35,眼科,类风湿关节炎
P101189,邹琳悦,1100910198201073062,female,42,皮肤科,胆囊炎
P101190,姜勇亮,6500301193112199939,male,93,皮肤科,尿路感染
P101191,孙博文,1202027196009072514,male,64,眼科,产检
P101192,冯天,1200524198003131912,male,44,心内科,术前检查
P101193,范玲梦,1401313193702041328,female,87,骨科,冠心病
P101194,何雪,2202024193408089326,female,90,外科,甲状腺功能减退
P101195,阎雪芳,6201025196911226609,female,55,儿科,慢性肾病; 甲状腺功能亢进
P101196,孙斌轩,3300119196309058559,male,61,儿科,慢性肾病
P101197,林娟,5301327196106120808,female,63,感染科,尿路感染; 肝功能异常; 复查
P101198,马刚,3401811199804146958,male,26,血液科,肝功能异常
P101199,赵建,1501630193403010676,male,90,妇产科,贫血
P101200,程雯,3700314200910025485,female,15,内科,肝功能异常
P101201,曾恒,6400627194806098713,male,76,呼吸内科,慢性肾病; 冠心病
P101202,黄涛翔,610151219460819545X,male,78,耳鼻喉科,健康体检
P101203,叶梅,6300405199905163260,female,25,肿瘤科,冠心病
P101204,郭晨飞,2300415201907185154,male,5,老年科,复查; 贫血; 高脂血症
P101205,郝伟,1400519193706150312,male,87,内分泌科,术前检查; 慢性支气管炎
P101206,邹磊,2301103200508230659,male,19,肾内科,房颤; 复查; 肝硬化
P101207,杜辉鹏,3401828202007066756,male,4,泌尿外科,高脂血症
P101208,谭娟雯,6400720202311265126,female,1,感染科,健康体检; 心力衰竭; 高脂血症
P101209,汪桂晴,6401601201503230409,female,9,消化内科,高脂血症
P101210,苏宇,3701916202402028577,male,0,妇产科,冠心病; 2型糖尿病; 心力衰竭
P101211,郝轩睿,5200919193112210050,male,93,呼吸内科,肺炎; 胆囊炎
P101212,陈建,6302027196505216372,male,59,感染科,复查; 骨折
P101213,韩健,4301004197007205276,male,54,妇产科,复查
P101214,杨蕊,3301406199903252680,female,25,口腔科,慢性肾病
P101215,史鑫,6400501201403142771,male,10,外科,贫血
P101216,孙海亮,6200904196201216911,male,62,呼吸内科,健康体检
P101217,胡军,5001910193509178492,male,89,内科,肺炎; 慢性阻塞性肺病
P101218,吕悦秀,5300819197209175689,female,52,肾内科,高血压
P101219,黄强磊,1300627197308222478,male,51,眼科,慢性阻塞性肺病
P101220,徐亮,2102022196505265499,male,59,ICU,慢性阻塞性肺病
P101221,杨荣琳,130191420030526144X,female,21,肿瘤科,脑梗死
P101222,姚斌,3301312194109081378,male,83,眼科,慢性阻塞性肺病; 甲状腺功能亢进
P101223,陈梦,3501808194910139245,female,75,耳鼻喉科,房颤
P101224,邹兰瑶,350050620200604458X,female,4,老年科,痛风
P101225,郝悦薇,4301318193304098982,female,91,呼吸内科,高脂血症; 肝功能异常
P101226,潘洁琪,1102027196502140803,female,59,神经内科,消化性溃疡
P101227,魏嘉,1400807200012146078,male,24,内科,脑梗死
P101228,邓浩,2101230201312013553,male,11,普外科,消化性溃疡
P101229,钟浩,1101914193605095119,male,88,普外科,产检; 肺炎
P101230,许嘉,4300128193801185171,male,86,新生儿科,房颤
P101231,田文,3302006195504275078,male,69,消化内科,脑梗死
P101232,顾雯,5200311194610104384,female,78,消化内科,急性上呼吸道感染; 消化性溃疡; 肝功能异常
P101233,黄志,3400403199412026012,male,30,肿瘤科,急性上呼吸道感染; 骨折
P101234,冯欣欣,4201909193803044141,female,86,耳鼻喉科,复查
P101235,杨强,4201909197403102216,male,50,神经内科,支气管哮喘; 房颤; 高脂血症
P101236,谭欣怡,3601216200605119669,female,18,内分泌科,2型糖尿病
P101237,苏婷,3600508199010014745,female,34,感染科,支气管哮喘
P101238,宋海斌,4502012201211112919,male,12,内科,高脂血症; 贫血
P101239,郭辉辉,6501623193308148471,male,91,神经内科,胆囊炎
P101240,余强辉,6401727200302123292,male,21,感染科,支气管哮喘
P101241,张毅志,4101805197108232510,male,53,骨科,尿路感染
P101242,王荣,2101403194505281808,female,79,骨科,心力衰竭
P101243,石宇泽,6101802196007285997,male,64,肾内科,贫血; 带状疱疹; 心力衰竭
P101244,苏明轩,6500912197609119655,male,48,外科,高脂血症
P101245,苏颖璐,6500304200204281729,female,22,儿科,健康体检; 慢性肾病; 复查
P101246,任鑫,3200616197704222115,male,47,心内科,支气管哮喘; 贫血
P101247,方泽,6201308198202200555,male,42,内分泌科,甲状腺功能减退; 冠心病
P101248,江红悦,6500811197905202944,female,45,内科,胃炎
P101249,潘鑫,2100909200407123254,male,20,消化内科,急性上呼吸道感染
P101250,陆翔,5201804196404150152,male,60,呼吸内科,消化性溃疡; 肾功能不全
P101251,廖薇,4501919193507265483,female,89,ICU,肾功能不全
P101252,苏浩,3101522193208041753,male,92,血液科,慢性支气管炎
P101253,邓华萍,3700617193804193029,female,86,眼科,肾功能不全; 消化性溃疡
P101254,赵倩,420173019880406068X,female,36,新生儿科,贫血; 肾功能不全; 消化性溃疡
P101255,胡伟辉,420131519580223557X,male,66,妇产科,2型糖尿病
P101256,余秀燕,6200310195206130721,female,72,新生儿科,胆囊炎
P101257,徐天,6201821202105141736,male,3,内分泌科,胆囊炎
P101258,刘伟强,110122719590706355X,male,65,康复科,健康体检
P101259,蔡强,3600903202111130919,male,3,皮肤科,带状疱疹
P101260,孙燕,6201518195105014109,female,73,血液科,房颤; 产检
P101261,熊凯轩,2201018194507181872,male,79,新生儿科,慢性阻塞性肺病; 贫血
P101262,江璐,4301729196607188180,female,58,妇产科,复查
P101263,薛强天,1301915197208284817,male,52,中医科,肝功能异常
P101264,孙明,5001719194708287131,male,77,血液科,慢性支气管炎
P101265,康翔,3301711193308121575,male,91,普外科,慢性支气管炎
P101266,姚斌辉,6201805195509223514,male,69,耳鼻喉科,慢性阻塞性肺病; 肝功能异常
P101267,傅华梦,130150219480919904X,female,76,康复科,房颤; 肝功能异常
P101268,孔泽,6101705198206140098,male,42,儿科,带状疱疹
P101269,张妍静,6501114201204233505,female,12,泌尿外科,肝功能异常
P101270,方华,6500901193906240704,female,85,普外科,甲状腺功能亢进
P101271,许鑫明,6201201195607186114,male,68,外科,急性上呼吸道感染; 慢性支气管炎
P101272,康翔,510031119690227237X,male,55,急诊科,冠心病; 带状疱疹
P101273,田洋,1301419200501154019,male,19,内科,心力衰竭; 慢性支气管炎; 肝硬化
P101274,彭红,3601918198809157329,female,36,肿瘤科,心力衰竭
P101275,方秀,1501607193912173989,female,85,急诊科,肺炎
P101276,许宇泽,2300603193710135953,male,87,心内科,带状疱疹; 健康体检; 心力衰竭
P101277,贾超,1201415201409142492,male,10,新生儿科,心力衰竭
P101278,郝薇兰,6201013194804131782,female,76,外科,急性上呼吸道感染
P101279,田荣,3400312196910115029,female,55,心内科,高血压
P101280,郝宇,5201024200508210396,male,19,妇产科,胃炎; 慢性支气管炎
P101281,范晨,3301023200801055673,male,16,外科,甲状腺功能亢进; 贫血
P101282,杜凯刚,5100601199812031039,male,26,骨科,胆囊炎
P101283,黄芳欣,3300411193601032726,female,88,肾内科,心力衰竭; 健康体检; 阑尾炎
P101284,田斌俊,6400515201112077697,male,13,外科,带状疱疹; 2型糖尿病; 骨折
P101285,杨伟,320010719851007889X,male,39,妇产科,尿路感染
P101286,刘飞,1301810196105038095,male,63,妇产科,阑尾炎; 甲状腺功能亢进; 尿路感染
P101287,袁颖,1300202200506135266,female,19,眼科,高血压; 2型糖尿病; 慢性阻塞性肺病
P101288,孔静佳,6100816194305026443,female,81,中医科,类风湿关节炎; 甲状腺功能减退
P101289,苏晴,1101316193104015865,female,93,老年科,贫血; 阑尾炎
P101290,王萍琳,3501109195608071663,female,68,骨科,术前检查
P101291,宋晴华,1500826196512252846,female,59,内分泌科,肺炎; 高血压
P101292,康磊,3400801193211028196,male,92,新生儿科,心力衰竭; 脑梗死; 高血压
P101293,胡军鑫,3201130200210015850,male,22,老年科,健康体检; 胆囊炎
P101294,孙亮,3500208197005063073,male,54,口腔科,甲状腺功能亢进; 高血压
P101295,姜翔辉,5202005201108010074,male,13,妇产科,尿路感染
P101296,萧轩鹏,6202024197802218432,male,46,急诊科,消化性溃疡
P101297,张颖,3600718195902174742,female,65,新生儿科,胆囊炎
P101298,方英,5200225201009029844,female,14,呼吸内科,类风湿关节炎
P101299,孔龙,6201709198808064258,male,36,外科,肝功能异常; 贫血
P101300,郑芳雯,5000805199709058429,female,27,外科,房颤
P101301,姚荣,4200403192912285345,female,95,眼科,甲状腺功能减退; 高血压
P101302,王明飞,1500828195012231639,male,74,中医科,尿路感染
P101303,朱华鹏,3601129202309030677,male,1,消化内科,高血压
P101304,丁嘉鑫,1402018197207192838,male,52,老年科,2型糖尿病
P101305,秦军,4101013193712037715,male,87,骨科,类风湿关节炎
P101306,赵建毅,3500605195610137213,male,68,感染科,消化性溃疡; 痛风
P101307,王薇倩,350152519720727056X,female,52,呼吸内科,肾功能不全; 慢性支气管炎
P101308,薛颖晴,1201514199805215021,female,26,口腔科,甲状腺功能减退
P101309,崔海博,2200528197103152171,male,53,儿科,消化性溃疡
P101310,彭超海,4301109196006218636,male,64,妇产科,冠心病; 复查
P101311,顾海华,510201919291203877X,male,95,消化内科,阑尾炎
P101312,何斌,120121819530622303X,male,71,呼吸内科,甲状腺功能减退
P101313,曹勇翔,1101224194208133452,male,82,泌尿外科,支气管哮喘; 房颤
P101314,蔡璐,6101107193505244621,female,89,肿瘤科,产检
P101315,潘佳,1301407196707263527,female,57,急诊科,慢性肾病
P101316,李悦,4200327202210104325,female,2,老年科,肾功能不全
P101317,叶妍兰,2300115195302283526,female,71,呼吸内科,消化性溃疡
P101318,宋佳梅,4301907200805213121,female,16,肿瘤科,肝硬化; 胆囊炎
P101319,董静,1400101196208086807,female,62,普外科,尿路感染; 贫血; 肾功能不全
P101320,徐翔,2100712196605118454,male,58,康复科,高脂血症; 术前检查
P101321,傅蕊蕊,5100123200111276761,female,23,感染科,肾功能不全
P101322,田健,3600707197111115910,male,53,妇产科,急性上呼吸道感染
P101323,魏超,3301722195601120512,male,68,内科,产检; 甲状腺功能亢进; 肝功能异常
P101324,苏辉鹏,2301923200610101536,male,18,老年科,慢性支气管炎
P101325,梁敏慧,1501725197206235027,female,52,康复科,甲状腺功能亢进
P101326,袁琳颖,220080519471122212X,female,77,皮肤科,健康体检; 骨折
P101327,熊嘉,520082620220823453X,male,2,儿科,高脂血症
P101328,廖泽,3700217198101182371,male,43,耳鼻喉科,消化性溃疡
P101329,韩龙伟,3401808197907047196,male,45,皮肤科,慢性支气管炎; 复查; 高脂血症
P101330,陆莉,3100505197308252624,female,51,中医科,肾功能不全; 贫血; 2型糖尿病
P101331,江斌超,1500606198512199351,male,39,血液科,甲状腺功能亢进
P101332,董颖,5301628195111263102,female,73,皮肤科,急性上呼吸道感染
P101333,潘蕊云,6401810201906089802,female,5,皮肤科,肾功能不全
P101334,吴刚,6201022198501175133,male,39,眼科,产检; 带状疱疹
P101335,周婷,3101903195706112203,female,67,肾内科,房颤
P101336,吴睿,1101930197307098510,male,51,眼科,类风湿关节炎; 胆囊炎
P101337,孔蕊华,3100614201803012002,female,6,急诊科,复查; 胃炎
P101338,孙超鹏,6502013195912145999,male,65,眼科,慢性阻塞性肺病; 冠心病
P101339,董丽蕊,4500605195102265662,female,73,口腔科,术前检查; 阑尾炎
P101340,郝欣萍,5201007193710231483,female,87,急诊科,支气管哮喘; 阑尾炎
P101341,唐娟,210080419651111180X,female,59,骨科,肺炎
P101342,赵琳,3701016197410210007,female,50,内科,术前检查
P101343,苏兰,4401519194307105743,female,81,急诊科,甲状腺功能减退
P101344,丁怡,3600812202201014027,female,2,普外科,支气管哮喘
P101345,崔怡,6501921194402044526,female,80,眼科,骨折; 胆囊炎
P101346,杨翔,1400617195306122079,male,71,肿瘤科,高脂血症; 肝硬化
P101347,徐浩,4401120193909275059,male,85,神经内科,高脂血症
P101348,吕宇,2301023192905243216,male,95,感染科,消化性溃疡; 慢性阻塞性肺病
P101349,江华,3701008195005197356,male,74,肿瘤科,贫血
P101350,萧洋,4100719197910248596,male,45,皮肤科,房颤; 胃炎
P101351,郑杰,1500223193410152213,male,90,普外科,产检; 胆囊炎
P101352,熊琳欣,6400502196810053106,female,56,外科,高脂血症
P101353,阎丽彤,6501204200501051700,female,19,心内科,术前检查; 阑尾炎
P101354,魏琪,5001601197310117164,female,51,感染科,类风湿关节炎
P101355,许翔,3500803198406130933,male,40,新生儿科,急性上呼吸道感染
P101356,彭辉海,1200807198512053974,male,39,神经内科,痛风
P101357,朱强鑫,5201326194509246918,male,79,外科,胆囊炎
P101358,崔文天,5001615195411033619,male,70,泌尿外科,冠心病
P101359,冯婷红,2101820197201063566,female,52,血液科,健康体检
P101360,郑慧琪,1500105193904014260,female,85,眼科,类风湿关节炎; 高血压; 骨折
P101361,萧鹏健,5101426196012045855,male,64,内科,高脂血症
P101362,石凯,120060919480424825X,male,76,心内科,甲状腺功能亢进
P101363,毛轩,2200923195304011613,male,71,儿科,术前检查
P101364,毛强亮,1201202193703105672,male,87,消化内科,术前检查; 胃炎
P101365,谭婷,2100902196410284943,female,60,皮肤科,健康体检
P101366,方超勇,620192619961002885X,male,28,血液科,慢性肾病
P101367,廖桂,4400326196304152308,female,61,儿科,急性上呼吸道感染
P101368,金健,4301426201906239590,male,5,外科,肺炎; 术前检查
P101369,姚斌,1501204192904207595,male,95,耳鼻喉科,尿路感染
P101370,秦浩,2100605195508046373,male,69,康复科,骨折
P101371,宋英梅,3501122200307063384,female,21,皮肤科,甲状腺功能减退
P101372,张毅,3700110199705106496,male,27,普外科,阑尾炎
P101373,傅健亮,3501722202210224411,male,2,耳鼻喉科,胆囊炎; 甲状腺功能减退
P101374,谭莉,5100706194607217644,female,78,肿瘤科,甲状腺功能亢进
P101375,谭洁英,1101403199510055147,female,29,新生儿科,肝功能异常
P101376,叶睿,1301130198805049873,male,36,心内科,胆囊炎
P101377,毛倩云,3600627196003217948,female,64,口腔科,甲状腺功能亢进; 冠心病
P101378,阎丽莉,4301104198311222426,female,41,康复科,冠心病
P101379,傅睿,6300306193603031910,male,88,骨科,带状疱疹; 慢性肾病
P101380,叶毅波,3200104196608139792,male,58,妇产科,心力衰竭
P101381,余博,1201306193211017297,male,92,普外科,产检
P101382,卢恒龙,3200420197407245536,male,50,心内科,甲状腺功能亢进
P101383,史超,2200601197903033914,male,45,外科,心力衰竭
P101384,胡斌,6400403192910256098,male,95,泌尿外科,痛风
P101385,康琪英,4300102197702242869,female,47,肿瘤科,贫血
P101386,黄伟鹏,4301307194106071212,male,83,内分泌科,胆囊炎; 甲状腺功能亢进
P101387,袁琪,5200630198306185387,female,41,骨科,急性上呼吸道感染; 健康体检
P101388,陆怡璐,2300628192904287125,female,95,ICU,支气管哮喘; 类风湿关节炎
P101389,石海,6501830201311049675,male,11,骨科,胃炎
P101390,汪轩杰,5101726202404052035,male,0,呼吸内科,肾功能不全; 胃炎
P101391,丁辉,330011319810916617X,male,43,血液科,冠心病
P101392,叶晴悦,6100320196305081662,female,61,耳鼻喉科,痛风
P101393,姜晨,6401821196507193194,male,59,中医科,复查
P101394,李超,3500620196107184598,male,63,妇产科,健康体检
P101395,苏凯,2302009197806118574,male,46,皮肤科,健康体检; 肝硬化
P101396,毛嘉文,3601910197910140877,male,45,眼科,复查; 2型糖尿病
P101397,孔嘉,3402028196805187352,male,56,血液科,甲状腺功能减退
P101398,胡欣,3300713199209219384,female,32,新生儿科,胃炎; 支气管哮喘
P101399,毛悦梅,5001726198703225000,female,37,内分泌科,消化性溃疡; 冠心病; 贫血
P101400,何璐倩,6301806198701013484,female,37,消化内科,胃炎
P101401,张轩,1201116197711263991,male,47,新生儿科,产检
P101402,朱雯云,1200107202106010544,female,3,康复科,慢性阻塞性肺病
P101403,邱嘉飞,1401809202207109898,male,2,心内科,慢性肾病; 高脂血症
P101404,崔静,1401716196001212063,female,64,皮肤科,2型糖尿病; 消化性溃疡
P101405,钟翔,3200905199905107693,male,25,外科,房颤
P101406,钟雯,1201305197203109920,female,52,妇产科,尿路感染
P101407,石玲怡,4500111195303043022,female,71,皮肤科,慢性肾病; 健康体检
P101408,许俊龙,3301220199711262890,male,27,肿瘤科,胃炎
P101409,陆刚俊,5301207195405111338,male,70,中医科,急性上呼吸道感染; 高血压
P101410,潘明,6101608192902239931,male,95,皮肤科,复查; 贫血; 高脂血症
P101411,陆悦,5101118196606234125,female,58,骨科,肝硬化
P101412,丁明,3301612199402177819,male,30,泌尿外科,阑尾炎
P101413,金洋嘉,3101608201108109758,male,13,皮肤科,肾功能不全
P101414,田琪,6201504194902274589,female,75,神经内科,术前检查; 甲状腺功能减退
P101415,彭梦雪,2300704199009016728,female,34,肿瘤科,肺炎
P101416,曹恒,4101718194501172296,male,79,急诊科,甲状腺功能亢进
P101417,郝洁梅,510031119450311230X,female,79,泌尿外科,痛风; 胆囊炎
P101418,蒋刚,4201928194201041357,male,82,肿瘤科,甲状腺功能减退; 慢性肾病
P101419,阎蕊洁,6201319197103190843,female,53,呼吸内科,慢性阻塞性肺病
P101420,邱嘉,6501102193807097899,male,86,眼科,2型糖尿病
P101421,胡洋,1101829196804192953,male,56,骨科,慢性支气管炎
P101422,熊梅,5301725199707096642,female,27,耳鼻喉科,术前检查; 带状疱疹
P101423,梁雯,5001912195908119683,female,65,儿科,消化性溃疡; 急性上呼吸道感染; 甲状腺功能亢进
P101424,吴鑫,6500327196610221758,male,58,ICU,健康体检
P101425,范伟,3300426194205093438,male,82,肿瘤科,贫血
P101426,熊霞萍,3301428197709176805,female,47,老年科,脑梗死
P101427,陆燕雪,4501921198312262107,female,41,泌尿外科,急性上呼吸道感染
P101428,卢桂,2301203197010078042,female,54,康复科,2型糖尿病
P101429,王婷倩,4400826201902047405,female,5,内科,肝功能异常
P101430,苏玲,3600219200304240780,female,21,内分泌科,胃炎; 消化性溃疡
P101431,曾浩明,3500329198408074395,male,40,普外科,慢性阻塞性肺病
P101432,田军泽,230071219640719309X,male,60,外科,阑尾炎; 胆囊炎
P101433,孙颖,5001128198504034963,female,39,呼吸内科,甲状腺功能亢进
P101434,丁秀梅,5100527198510026528,female,39,普外科,术前检查
P101435,郑毅,1101130193807143155,male,86,骨科,支气管哮喘
P101436,邓丽,4501511198101048121,female,43,内分泌科,肝硬化
P101437,许敏,4301801195704221762,female,67,心内科,肾功能不全
P101438,夏萍,5000922194202093468,female,82,妇产科,骨折
P101439,董娟,3500923198207169683,female,42,皮肤科,高血压; 甲状腺功能亢进; 房颤
P101440,傅婷,6301118196104279568,female,63,儿科,消化性溃疡; 术前检查
P101441,韩娟,6200425196609044945,female,58,老年科,冠心病; 甲状腺功能减退
P101442,冯晴,2201816198109165648,female,43,ICU,骨折
P101443,杜斌,520012019750208019X,male,49,妇产科,尿路感染; 甲状腺功能减退; 痛风
P101444,宋毅明,1300628200101092919,male,23,耳鼻喉科,尿路感染
P101445,范玲荣,4101927201812239042,female,6,妇产科,贫血
P101446,叶云,5202010198210161222,female,42,儿科,术前检查; 2型糖尿病
P101447,罗佳,2100612194007071060,female,84,神经内科,甲状腺功能亢进; 慢性肾病
P101448,许飞杰,2201013198701026774,male,37,妇产科,类风湿关节炎; 急性上呼吸道感染
P101449,王桂,1500202196303027642,female,61,老年科,慢性阻塞性肺病; 痛风
P101450,周睿海,3301516194001017757,male,84,内科,复查
P101451,何宇,370072019830126591X,male,41,心内科,冠心病; 健康体检
P101452,郑军毅,4201629194001240973,male,84,普外科,消化性溃疡
P101453,邓浩,6200416195012141499,male,74,骨科,肺炎
P101454,张璐云,3201028197904251627,female,45,肾内科,慢性阻塞性肺病
P101455,高宇天,5100119200403243453,male,20,康复科,产检; 甲状腺功能亢进
P101456,史娟华,1400830196306111667,female,61,肿瘤科,术前检查
P101457,白娟,5201219197506276940,female,49,妇产科,肝功能异常
P101458,朱睿,1300626198910275594,male,35,血液科,慢性肾病; 痛风; 心力衰竭
P101459,白怡,1500715194211144807,female,82,内科,房颤
P101460,姜莉红,4400419196209030464,female,62,神经内科,肝功能异常; 慢性支气管炎
P101461,吕敏妍,6100713193409277721,female,90,心内科,骨折; 房颤
P101462,邹怡敏,4201411198004193562,female,44,骨科,高血压
P101463,周亮俊,1101229196003284215,male,64,心内科,高血压; 急性上呼吸道感染
P101464,李轩,3501508199712237515,male,27,耳鼻喉科,慢性支气管炎
P101465,邓涛,4400527202002133034,male,4,口腔科,术前检查
P101466,顾敏悦,630032819480518706X,female,76,普外科,支气管哮喘; 脑梗死; 冠心病
P101467,李嘉,230081419420522151X,male,82,康复科,健康体检; 慢性支气管炎
P101468,熊军嘉,3301705197212099794,male,52,感染科,2型糖尿病
P101469,许伟飞,3600115199905144176,male,25,眼科,心力衰竭; 慢性肾病
P101470,杜怡,1500929195501188205,female,69,感染科,慢性支气管炎
P101471,何刚,1501305195905010498,male,65,肾内科,肺炎
P101472,许婷,3601006197211072846,female,52,泌尿外科,慢性肾病
P101473,郑凯轩,1401804194112118775,male,83,急诊科,胆囊炎; 尿路感染
P101474,曾峰磊,1200914200903085216,male,15,外科,脑梗死
P101475,姜军辉,5001403200210244418,male,22,儿科,心力衰竭
P101476,王蕊,6100910197304274802,female,51,神经内科,肾功能不全; 健康体检
P101477,萧兰娟,1101216200406089227,female,20,康复科,肾功能不全
P101478,曹琳,2100611196807189604,female,56,康复科,术前检查; 甲状腺功能亢进
P101479,任芳,5201305193607121644,female,88,急诊科,健康体检; 痛风; 房颤
P101480,方璐,2201201196501210460,female,59,妇产科,肝硬化; 产检
P101481,高玲荣,5301429194901109466,female,75,新生儿科,消化性溃疡
P101482,孙宇,6101206197510244554,male,49,眼科,2型糖尿病; 慢性阻塞性肺病
P101483,曾燕,6100718198410167007,female,40,ICU,脑梗死
P101484,钟刚宇,6401726197409282212,male,50,ICU,痛风
P101485,杜峰强,2100306200302024757,male,21,心内科,房颤; 慢性支气管炎
P101486,袁强峰,3600127200912173074,male,15,儿科,支气管哮喘
P101487,黄鹏鹏,4402020199209270617,male,32,急诊科,冠心病; 高血压
P101488,吕志,140192719840824599X,male,40,肿瘤科,胃炎
P101489,罗琳,4200904195901247446,female,65,皮肤科,阑尾炎
P101490,王秀瑶,5200401199609066022,female,28,新生儿科,健康体检
P101491,方明,3700414198212081377,male,42,内科,消化性溃疡
P101492,罗玲,3500916195910216200,female,65,新生儿科,阑尾炎
P101493,陈鑫,6201018198001060198,male,44,肾内科,术前检查; 冠心病
P101494,梁建,2100627200204131577,male,22,眼科,支气管哮喘
P101495,孔琳,3501522198508018744,female,39,急诊科,消化性溃疡
P101496,康翔,1200427195402115259,male,70,儿科,高血压
P101497,王萍敏,6100929193211172045,female,92,心内科,消化性溃疡; 骨折
P101498,曾毅,3200424197601015493,male,48,感染科,高血压; 胆囊炎
P101499,陈超勇,6201813196006258953,male,64,血液科,脑梗死; 骨折
P101500,程兰,1400930201301276366,female,11,消化内科,肾功能不全; 复查
P101501,郭婷,6400405197312256904,female,51,泌尿外科,阑尾炎; 胃炎; 肝功能异常
P101502,邱翔,3100513198006128112,male,44,老年科,术前检查; 贫血
P101503,余强斌,3101425196006255973,male,64,儿科,肺炎
P101504,朱娟,3401326201008043362,female,14,新生儿科,骨折; 产检; 急性上呼吸道感染
P101505,马俊刚,320032719590315389X,male,65,内分泌科,甲状腺功能亢进; 支气管哮喘
P101506,郑睿建,3500529194611175739,male,78,新生儿科,肝硬化
P101507,任海,5100705199211136117,male,32,中医科,阑尾炎
P101508,孔峰,2201714197210059293,male,52,普外科,痛风; 2型糖尿病
P101509,熊琪,5201125197603024729,female,48,消化内科,2型糖尿病
P101510,方鹏,6401514193006203212,male,94,内分泌科,胆囊炎
P101511,任静,3301209196908232068,female,55,急诊科,2型糖尿病
P101512,金建辉,1501524197112272639,male,53,外科,甲状腺功能亢进; 肾功能不全
P101513,朱霞,6501614193206217703,female,92,普外科,贫血
P101514,彭亮,6301813198005097393,male,44,呼吸内科,甲状腺功能亢进
P101515,钟天天,6500624195303015295,male,71,感染科,胃炎
P101516,宋倩丽,1301515201001289700,female,14,心内科,慢性支气管炎; 慢性阻塞性肺病
P101517,任磊,2200706198205195279,male,42,骨科,房颤
P101518,康红,3101514194403193088,female,80,内科,冠心病
P101519,蒋莉琳,1402008196409119483,female,60,呼吸内科,贫血
P101520,宋悦,3500812198802278300,female,36,神经内科,高脂血症; 急性上呼吸道感染; 肝功能异常
